id,paper_count
A5026440836,6
A5011254555,4
A5103096353,3
A5090276267,55
A5031115733,1
A5106415385,5
A5104194109,1
A5050640115,1
A5071570697,2
A5015971373,14
A5099354186,1
A5101666612,2
A5058125442,11
A5093939360,1
A5006547660,1
A5028089358,1
A5059726220,9
A5109768767,2
A5055299709,1
A5090035358,2
A5011988892,3
A5054103715,1
A5043275635,2
A5016253549,5
A5102638476,1
A5041382152,1
A5101703997,6
A5057073398,2
A5113299248,1
A5038173001,2
A5008552958,2
A5065820071,2
A5031852379,36
A5079493679,1
A5005554439,4
A5094161289,1
A5043277300,95
A5087773847,2
A5007329962,3
A5014011043,16
A5004536505,1
A5016625998,1
A5036743573,56
A5070671286,1
A5113907555,1
A5082419118,1
A5102999335,1
A5009214417,1
A5051650512,1
A5081502221,4
A5045355857,1
A5051932439,12
A5032687678,1
A5081397802,22
A5038845530,1
A5104684403,1
A5107885102,4
A5047692425,21
A5058653025,3
A5094372879,3
A5089499578,1
A5009097110,29
A5112600828,1
A5069047422,8
A5075053351,1
A5083749852,1
A5112193570,2
A5055482742,10
A5032546026,1
A5108791763,2
A5004849803,14
A5077224550,1
A5024636724,1
A5016268458,1
A5089762881,1
A5101455339,1
A5107875160,6
A5107889267,15
A5056656974,30
A5057653769,6
A5064208155,1
A5089848606,1
A5000139341,3
A5003093668,1
A5065981421,12
A5082643089,1
A5037710077,1
A5039927165,1
A5100448367,12
A5077160767,1
A5001934733,1
A5079381636,164
A5020312239,3
A5013691216,8
A5028245662,6
A5067902937,13
A5078595729,1
A5023961218,1
A5063732333,1
A5093390319,1
A5080147522,43
A5039643363,1
A5005262569,4
A5108145137,1
A5111423265,10
A5041682115,1
A5103002714,21
A5089265231,4
A5101252832,1
A5021842392,1
A5028583946,2
A5069986284,1
A5112566333,2
A5074553785,15
A5069392772,67
A5104684407,2
A5023015647,6
A5107917320,19
A5020287650,1
A5017696628,3
A5050346860,9
A5076549005,40
A5029469042,6
A5030505862,8
A5036785056,3
A5108133564,86
A5034337630,1
A5075263122,1
A5090741951,85
A5039681652,1
A5044501764,8
A5004625418,26
A5101812852,1
A5053424857,4
A5100619852,1
A5051815913,25
A5080753691,3
A5047125511,6
A5047592199,3
A5098829334,1
A5064420012,2
A5042916529,1
A5079868590,1
A5078923099,4
A5045784568,3
A5053507541,1
A5051327797,29
A5094372876,3
A5007406357,2
A5029884701,1
A5045259224,1
A5111834610,1
A5002564562,1
A5089281753,1
A5045974222,14
A5057468485,6
A5040647961,1
A5074584956,2
A5103816862,1
A5091328002,2
A5060450231,1
A5093507856,1
A5076468055,1
A5103828072,1
A5110602980,1
A5078340042,6
A5022982529,4
A5069563798,1
A5044420002,7
A5073891398,2
A5027117340,120
A5085856688,4
A5109755799,3
A5048740969,1
A5001701658,10
A5022228191,1
A5113810833,1
A5048740340,1
A5037172797,1
A5005628814,1
A5058077701,3
A5109023052,1
A5009361415,6
A5046282498,1
A5094372898,3
A5103621230,1
A5063685051,2
A5110796901,1
A5006836174,5
A5067229257,1
A5030740691,1
A5011443884,9
A5013098213,10
A5040964650,19
A5110920796,1
A5029677567,3
A5027574885,1
A5107907734,1
A5077906770,5
A5011771775,3
A5073401766,1
A5071102976,10
A5105707090,1
A5078897730,10
A5055831294,1
A5104093557,1
A5072249083,2
A5079450971,1
A5086725260,4
A5003072589,25
A5058191202,1
A5068917745,1
A5107882726,1
A5011314480,2
A5051427016,3
A5051638972,11
A5026925673,9
A5083948023,1
A5112707102,2
A5010627864,4
A5006647251,17
A5092183481,1
A5094372883,2
A5022399715,1
A5015412906,35
A5021848057,2
A5090660367,1
A5005625023,1
A5065263830,1
A5037434711,1
A5065200597,11
A5054654967,4
A5080158762,1
A5058103243,1
A5072105713,1
A5018426572,19
A5084869758,19
A5018951212,1
A5108962583,1
A5035423814,6
A5065267920,52
A5010071792,109
A5025081354,24
A5022924909,12
A5072841592,90
A5049740900,1
A5093745170,1
A5041533197,1
A5112409463,1
A5062844005,1
A5011627049,3
A5102027916,2
A5081538711,2
A5051309760,3
A5105579453,2
A5102916662,1
A5105709429,2
A5058884659,1
A5011865860,5
A5030238318,4
A5048218871,2
A5095428251,1
A5050689036,2
A5051623388,1
A5041133116,6
A5100531708,4
A5058524075,5
A5100637188,1
A5019560863,136
A5059188103,2
A5074140530,3
A5011899341,6
A5088693535,1
A5015232732,4
A5086295953,5
A5018060667,19
A5065349349,1
A5089964780,1
A5039750087,1
A5000998343,1
A5105049788,1
A5045592562,1
A5114929207,5
A5034346452,1
A5094742904,2
A5010933207,1
A5043769490,1
A5107948779,6
A5091785815,2
A5038594005,1
A5019453691,1
A5077961117,8
A5039764446,1
A5018905615,7
A5109283499,1
A5041260646,1
A5055875442,3
A5093651335,4
A5078607547,16
A5006116995,1
A5063928335,1
A5032625461,1
A5017448535,1
A5017317663,2
A5037758878,8
A5039155118,1
A5051420519,1
A5059562155,1
A5088217473,2
A5003804368,2
A5103092284,2
A5044108240,1
A5006318145,33
A5041216363,2
A5062081276,1
A5017655511,5
A5038555593,1
A5060677915,2
A5114210860,6
A5056078189,12
A5083813641,1
A5070959839,4
A5037356267,8
A5015889735,3
A5081305831,1
A5111124185,1
A5013132669,1
A5114683508,2
A5004391104,2
A5076655135,1
A5039109544,2
A5068429625,1
A5092135004,1
A5083818274,2
A5018123514,1
A5072795130,20
A5023963187,1
A5003908499,9
A5059714878,1
A5049259378,1
A5092527614,2
A5026581021,56
A5002435187,5
A5086201540,6
A5037708828,25
A5012634537,5
A5068389096,1
A5077555252,1
A5010040834,1
A5050651572,1
A5044087282,25
A5082873538,16
A5091859986,1
A5102013387,133
A5058451471,6
A5075621155,4
A5006187984,5
A5060484851,2
A5013709682,2
A5041577919,7
A5107945166,1
A5082459415,1
A5016334474,1
A5034460317,6
A5017459807,6
A5089682846,1
A5114292945,1
A5032937708,8
A5052314873,1
A5109385789,4
A5072033482,1
A5047703271,1
A5100458144,1
A5087295345,2
A5055393514,66
A5113582163,1
A5102733330,2
A5060981710,3
A5066869508,1
A5020991854,1
A5110740601,2
A5084329249,6
A5036569994,1
A5090287824,3
A5025269962,10
A5052572995,4
A5077360925,1
A5067379172,1
A5093622185,1
A5113923169,1
A5087071737,1
A5003088260,1
A5081841644,1
A5038218276,1
A5054646003,6
A5022756941,2
A5008868111,2
A5029139915,2
A5080545331,5
A5030433677,1
A5092150780,2
A5100673088,2
A5108297975,1
A5108666187,1
A5059341943,1
A5019259114,11
A5073948115,1
A5073674814,14
A5005829774,23
A5034551757,2
A5022283794,3
A5050483559,8
A5022886335,12
A5032712263,17
A5106217022,1
A5085448969,1
A5048110653,6
A5000436200,1
A5074330350,1
A5100428055,2
A5000203192,2
A5043132237,3
A5016484747,9
A5074134885,1
A5109429436,1
A5067487196,1
A5051499994,2
A5055869505,8
A5061869753,1
A5047173981,1
A5030722559,2
A5110920797,1
A5079878615,1
A5028592630,1
A5037356235,1
A5015271256,1
A5113121895,3
A5082407363,5
A5082722377,1
A5112751316,1
A5100449327,1
A5038601445,6
A5100725411,11
A5084708679,5
A5068185360,8
A5064333459,7
A5017822313,3
A5111560368,3
A5026099003,1
A5045459629,1
A5069955457,1
A5055971948,1
A5039215365,8
A5105715230,1
A5059826426,53
A5063388215,1
A5017202743,1
A5065751582,1
A5101519531,1
A5106312753,5
A5110588532,1
A5078068180,6
A5002823829,1
A5100391234,1
A5020595950,1
A5073957210,4
A5041434383,33
A5093917416,1
A5088481980,1
A5014460106,3
A5005695387,2
A5100754280,1
A5058827251,2
A5076667513,1
A5075424762,1
A5100342038,1
A5054597864,1
A5047894123,3
A5112748576,1
A5075356200,2
A5084778782,13
A5107921248,8
A5037656481,3
A5085156593,1
A5087820574,5
A5090745981,5
A5100715183,2
A5055156538,1
A5023415485,1
A5021734150,1
A5044101542,1
A5079952387,47
A5051698750,2
A5016700966,4
A5024099075,5
A5066085642,1
A5070112815,2
A5105533767,1
A5109625311,2
A5023373732,4
A5047396175,6
A5101979344,1
A5080230872,1
A5056640354,32
A5042751652,1
A5056883201,16
A5092535272,1
A5100700624,1
A5038020723,2
A5061235527,5
A5060009643,1
A5027110042,2
A5055399764,1
A5009704924,1
A5083399579,5
A5003553641,1
A5100680717,1
A5107593925,1
A5106037926,1
A5105891401,11
A5077280597,1
A5102849730,1
A5054874288,25
A5021642657,1
A5078150879,125
A5010521687,7
A5045577991,1
A5111981717,1
A5112670933,1
A5087748785,97
A5009532380,8
A5109841317,3
A5049188712,1
A5027908283,1
A5008897132,65
A5032167625,1
A5036749343,1
A5063071602,5
A5021045965,2
A5080298922,1
A5011967983,5
A5045831229,1
A5094372900,3
A5089322531,2
A5048203539,1
A5090386799,1
A5034403357,1
A5037415787,1
A5049186346,3
A5038536174,1
A5021324160,6
A5084533771,2
A5107950661,10
A5110268748,1
A5110889240,3
A5069042007,10
A5033118770,3
A5113977733,1
A5051583535,2
A5002187329,1
A5090763788,1
A5026724082,3
A5080621341,2
A5046101834,4
A5100622063,1
A5030763125,10
A5069025592,1
A5015423251,6
A5112514656,10
A5048846505,4
A5101469445,8
A5100626433,1
A5101812716,3
A5010285863,1
A5018637330,2
A5010677742,1
A5058891358,2
A5035687606,1
A5101507264,1
A5082100647,10
A5029220664,4
A5060277729,1
A5107926297,1
A5090734265,1
A5000827029,2
A5107679404,1
A5016814702,1
A5105576448,1
A5040242720,3
A5104113184,1
A5074137374,1
A5079094267,1
A5105581365,5
A5025326241,10
A5083381825,4
A5084806039,2
A5062827789,1
A5024951991,1
A5108138675,7
A5006736941,3
A5015098599,9
A5034172662,12
A5064844896,11
A5086183770,2
A5107873270,1
A5044991598,2
A5033136483,1
A5107381631,5
A5024101090,1
A5027467999,3
A5107910775,3
A5100728491,7
A5020849219,2
A5072993114,1
A5075245317,74
A5084607666,1
A5103269490,8
A5071042959,2
A5107397059,11
A5022157514,2
A5064883420,1
A5039785074,1
A5033943749,3
A5066821697,1
A5049608551,2
A5096140489,2
A5100437303,1
A5065423741,1
A5112888700,1
A5051943882,1
A5113339646,1
A5019110226,20
A5098183003,1
A5037572800,5
A5110832200,1
A5004027677,1
A5095882006,2
A5060411139,1
A5001362292,2
A5073249579,3
A5051969655,4
A5101619863,4
A5080576859,1
A5095428250,1
A5103224062,7
A5107279495,4
A5057515180,1
A5101486122,1
A5063359053,1
A5092460374,2
A5104131660,1
A5109475886,1
A5016287726,1
A5035511802,1
A5074852216,1
A5107369290,1
A5016377751,1
A5011830400,1
A5063201246,1
A5107885456,2
A5039916740,3
A5033783157,19
A5027065947,1
A5035524138,1
A5041149158,1
A5105339313,7
A5036699518,1
A5071069304,1
A5076957237,2
A5046277496,11
A5105545425,1
A5102663709,2
A5029833125,12
A5063675780,1
A5062271578,7
A5082246329,14
A5039425946,1
A5021126513,2
A5086130903,1
A5100373590,14
A5015069403,2
A5104067583,1
A5094742591,1
A5044904929,20
A5026321652,8
A5002710003,1
A5052311197,12
A5111486134,2
A5034251687,6
A5110026586,1
A5010441841,1
A5086593836,1
A5082677042,1
A5014082079,1
A5087208676,1
A5056221808,1
A5040557853,1
A5055020893,1
A5075243127,2
A5037489585,12
A5107881421,3
A5078861523,7
A5095300461,1
A5106437555,9
A5012637936,1
A5019350683,1
A5065577207,8
A5041501618,4
A5107362034,2
A5011497612,4
A5107841092,1
A5016012851,1
A5064557834,1
A5103932902,2
A5052798169,1
A5026853380,3
A5107893731,12
A5091837297,1
A5112136393,1
A5083224864,1
A5101430113,7
A5036180503,2
A5079539188,1
A5006984839,1
A5030245559,27
A5051619294,1
A5040283621,3
A5057024322,1
A5046351479,1
A5069329132,3
A5071079098,21
A5041472538,6
A5034012714,1
A5090118264,2
A5100405781,1
A5103061390,8
A5108141447,21
A5035831123,1
A5080652581,37
A5104179105,2
A5014012823,5
A5101905777,1
A5101653307,2
A5090813467,1
A5043010204,23
A5000127737,1
A5074081326,2
A5051122877,1
A5015161207,1
A5074953269,2
A5086172122,6
A5026277667,56
A5083159520,1
A5079661654,1
A5106253200,1
A5081480620,11
A5027514637,5
A5008586208,1
A5101864231,1
A5032602231,1
A5018339301,2
A5033328394,1
A5015094317,4
A5070635421,10
A5076323411,2
A5028125063,6
A5100674648,1
A5000326162,2
A5000875635,64
A5043221376,69
A5031949904,2
A5064336277,7
A5018808231,1
A5074675466,6
A5109696516,1
A5107860500,1
A5012109848,2
A5101494891,1
A5057509814,1
A5093436280,3
A5059804394,1
A5036742036,2
A5017371668,2
A5054604814,2
A5038599607,6
A5029108844,2
A5106359804,1
A5109845978,3
A5036384608,3
A5014534726,7
A5015804342,5
A5100411051,1
A5031636875,1
A5105641735,1
A5047751671,1
A5093863268,2
A5110391930,1
A5026419733,1
A5078279657,5
A5022844676,1
A5036860892,1
A5103245766,88
A5087781429,24
A5088041044,1
A5049325684,1
A5087457040,6
A5106415490,1
A5035462110,2
A5105788797,1
A5106801502,1
A5091583439,3
A5086023955,1
A5107904984,52
A5095428248,1
A5113062551,2
A5029149392,1
A5072495464,2
A5077521391,2
A5053136109,8
A5091462554,1
A5105706789,1
A5004306864,2
A5103078333,1
A5081620669,11
A5056248766,1
A5101638376,15
A5007351420,1
A5039920978,3
A5043217407,7
A5051779373,1
A5108305305,1
A5092056392,7
A5094372878,3
A5011224074,1
A5049722322,9
A5096970561,1
A5107828492,11
A5089089088,2
A5025585836,1
A5057819629,1
A5012734562,2
A5107512825,1
A5087372870,1
A5053757872,1
A5076853909,16
A5101649950,3
A5112841246,1
A5068825000,4
A5058411710,2
A5040554778,2
A5046634236,4
A5113022952,2
A5003925208,5
A5046949935,9
A5110322376,2
A5028355102,9
A5015459781,1
A5040503248,1
A5071370987,2
A5006452639,2
A5002055305,1
A5075198011,1
A5105422658,47
A5050873717,1
A5065267509,3
A5084416017,2
A5019204199,6
A5100357315,1
A5021840932,63
A5069470267,4
A5104831083,4
A5017985797,2
A5090827263,1
A5005472435,1
A5046464527,8
A5101500525,1
A5027297297,18
A5061949642,1
A5109734436,1
A5103053326,2
A5021921573,1
A5059088868,6
A5069320758,1
A5110484043,1
A5049920688,1
A5057368797,5
A5016404085,2
A5022843936,1
A5007222325,1
A5038686173,1
A5080765252,8
A5026161740,2
A5060115781,17
A5106374316,1
A5048413447,10
A5062025276,1
A5034066013,2
A5101663030,1
A5110870510,1
A5036142742,1
A5071879977,3
A5103206364,2
A5084030124,1
A5074453946,1
A5068377502,2
A5049906087,1
A5007520822,1
A5020545786,1
A5015493453,73
A5016236417,1
A5050600910,1
A5003078346,18
A5027170152,1
A5071819303,32
A5088151199,4
A5028874636,1
A5084960790,1
A5068767044,4
A5089348198,1
A5056541269,1
A5013576041,5
A5009916069,2
A5021507960,1
A5085622315,5
A5034101213,16
A5018062788,1
A5107040095,1
A5085580681,1
A5059338067,1
A5100377158,1
A5106471603,2
A5089057213,3
A5074576488,1
A5078498803,1
A5056282116,1
A5051125153,1
A5066760598,1
A5052548066,4
A5067475182,1
A5018862190,4
A5005659118,1
A5108132109,1
A5059629753,20
A5032288156,4
A5018751624,6
A5016998820,1
A5108883057,1
A5036364487,2
A5021120230,1
A5021239624,1
A5010029955,1
A5055459854,1
A5079867138,1
A5056485188,1
A5038704440,3
A5068317104,1
A5008305485,10
A5110638762,1
A5050107489,3
A5069550049,3
A5063947640,1
A5003319983,1
A5102982033,12
A5072094034,79
A5033988677,41
A5041661613,5
A5066061625,2
A5009066967,2
A5018964013,1
A5054723182,4
A5069065170,6
A5011415420,1
A5100611707,3
A5090261825,4
A5024423524,71
A5014071671,3
A5066087668,1
A5107898819,2
A5087513030,4
A5048709639,1
A5051372654,8
A5102951979,1
A5094372893,3
A5090627343,1
A5104430365,2
A5040910365,32
A5029489231,1
A5020996738,1
A5103030188,2
A5109140510,1
A5006580196,4
A5011354257,1
A5078159456,33
A5036092710,1
A5054225874,1
A5072635130,1
A5073713089,1
A5022682557,1
A5000126947,1
A5044847558,8
A5105870109,1
A5043974999,1
A5110620298,1
A5061321181,1
A5102998668,9
A5102934342,1
A5015662394,1
A5109863214,1
A5004278936,4
A5052643720,2
A5081112403,1
A5076107640,4
A5021068718,3
A5106765052,4
A5027391165,6
A5114557395,1
A5049076740,2
A5025516935,1
A5052069153,22
A5074634828,1
A5104459656,4
A5102967603,1
A5027366148,1
A5052736503,2
A5028644498,1
A5089274534,2
A5111739175,1
A5019817509,1
A5084577740,6
A5018621706,8
A5032494138,1
A5021653809,1
A5027955438,12
A5108512162,5
A5074039160,1
A5013897563,1
A5012442220,6
A5061949158,3
A5109298895,1
A5034087570,1
A5067224766,1
A5023906150,2
A5017449975,1
A5113937911,1
A5061696132,1
A5114960057,1
A5034973241,1
A5059513567,1
A5023544641,3
A5071518647,27
A5043293841,217
A5079031337,4
A5111225994,1
A5049396774,1
A5107890754,2
A5012033873,1
A5024643503,2
A5025863978,1
A5022174822,1
A5073011829,25
A5067401349,1
A5106404027,63
A5103471384,1
A5047770041,14
A5052388988,1
A5058534545,4
A5010395979,2
A5075415685,1
A5008076070,3
A5020009504,56
A5020979583,6
A5037953526,5
A5092499089,50
A5021197141,1
A5103382934,1
A5092031221,1
A5088666889,5
A5009187340,2
A5051937017,58
A5005532968,1
A5103250523,1
A5022904512,5
A5013139627,10
A5053792396,1
A5101645462,1
A5042694211,7
A5041330081,6
A5039408421,4
A5051489572,1
A5084868846,3
A5107899496,2
A5063899354,4
A5104102154,1
A5081656957,31
A5007469967,1
A5037557531,1
A5032474704,6
A5010324928,5
A5061733314,3
A5089411607,9
A5040684139,9
A5053773408,2
A5063907983,1
A5067709716,1
A5004078600,1
A5034900473,10
A5077790325,5
A5112984937,1
A5000959718,13
A5086658560,2
A5091225885,22
A5107359725,1
A5015827733,2
A5097686964,1
A5008151250,2
A5056189765,2
A5035591788,3
A5113021333,3
A5010155529,5
A5035293541,1
A5057898999,61
A5002268234,1
A5113000929,1
A5066553129,6
A5080866620,1
A5110703517,33
A5094139924,1
A5112840259,1
A5087214277,6
A5054255922,2
A5060268368,31
A5080472658,18
A5015705751,39
A5091168339,4
A5062168574,32
A5025662974,1
A5080185931,3
A5082923437,1
A5021649924,69
A5101315843,1
A5035644166,5
A5104684399,1
A5003710494,8
A5067828059,1
A5093922179,1
A5058401007,1
A5075537255,2
A5089012279,6
A5022002135,2
A5053435842,1
A5091609010,7
A5087628148,1
A5110205514,1
A5077782644,1
A5093115673,1
A5044073563,2
A5107353430,1
A5087547416,10
A5003588725,1
A5049172291,1
A5000717383,8
A5075721614,28
A5110002702,1
A5065536454,11
A5048478381,6
A5012613052,1
A5085387786,1
A5074484979,19
A5111427859,9
A5072020223,2
A5095544735,1
A5073768917,2
A5105572980,1
A5010390396,3
A5088720760,4
A5048365110,4
A5079902608,3
A5107921595,2
A5112937709,6
A5027832312,13
A5073939821,1
A5068406729,2
A5101424366,11
A5107939945,43
A5038076307,1
A5005045483,3
A5010428900,5
A5038783143,1
A5110760431,1
A5014068268,2
A5036554241,18
A5065699304,1
A5046146551,1
A5014134607,1
A5095904349,1
A5092794004,1
A5089011132,4
A5047298979,45
A5008841480,1
A5055199218,10
A5085426459,2
A5110268583,2
A5051273344,7
A5027418662,1
A5066891039,1
A5081415804,2
A5057486328,1
A5068728069,1
A5090173492,2
A5005591939,4
A5013893001,1
A5007609936,3
A5040414607,1
A5033601764,1
A5107879083,6
A5062924592,1
A5089632622,3
A5055245667,1
A5001379233,40
A5000619246,1
A5107939682,8
A5101575513,9
A5099689020,1
A5019337941,1
A5023869901,1
A5010900368,1
A5069244062,2
A5059353035,1
A5085870999,3
A5104542163,1
A5013257795,1
A5107867901,4
A5113935416,1
A5083346820,7
A5091044014,2
A5107914901,8
A5020130158,1
A5004834977,1
A5051966189,54
A5049624802,33
A5100611635,28
A5037129512,1
A5014012698,6
A5074320413,19
A5100437160,1
A5081091932,1
A5105840993,2
A5039802638,1
A5112606370,10
A5063396041,1
A5092173345,1
A5035716030,1
A5030007885,7
A5086136558,6
A5011488720,1
A5023827919,1
A5023066290,1
A5002134541,8
A5114054899,1
A5107917697,4
A5115439519,1
A5034854640,1
A5044075214,1
A5009418620,40
A5064397004,1
A5089244486,1
A5101545652,3
A5026148265,1
A5075645446,4
A5090177045,36
A5019242336,1
A5029369068,18
A5004654301,1
A5071749616,1
A5112680226,5
A5038480738,15
A5107317783,3
A5025071525,5
A5027275378,2
A5042819640,11
A5111124633,1
A5056657263,1
A5000612383,1
A5058661517,1
A5020671244,1
A5110648406,1
A5003881152,1
A5024480343,13
A5060677405,1
A5015926488,2
A5020250699,3
A5100647740,1
A5014706589,1
A5064919645,2
A5043858181,2
A5046393751,1
A5056814478,1
A5101473139,1
A5087774397,1
A5091082905,20
A5113059365,1
A5095549017,1
A5084456891,1
A5042942958,2
A5027089376,1
A5043849805,1
A5052160114,28
A5052294065,5
A5072930619,1
A5071282382,4
A5008064664,1
A5054943568,4
A5105727750,6
A5056954261,7
A5060138937,1
A5050315265,1
A5032959570,1
A5054046953,3
A5008647594,2
A5073996564,13
A5021872962,1
A5026292547,1
A5025594364,2
A5070182407,1
A5009994116,1
A5080336181,1
A5111174381,8
A5102828760,4
A5106415383,7
A5010615045,1
A5085612592,1
A5000828273,8
A5006047076,2
A5112147506,1
A5070961181,9
A5028056355,1
A5080966283,39
A5021404805,2
A5004371364,3
A5072476736,1
A5010963402,1
A5055184834,4
A5083542145,2
A5010984740,26
A5003625566,9
A5076499540,1
A5023544632,9
A5043760173,4
A5059467442,5
A5079737392,9
A5017302756,2
A5110667289,4
A5084289257,1
A5064482345,1
A5108229573,2
A5027230229,13
A5036035426,2
A5002166110,16
A5094041473,1
A5107917913,2
A5091422825,1
A5064624983,11
A5024729760,1
A5038874153,2
A5010581004,33
A5059185014,3
A5018161733,5
A5020707029,1
A5101645225,1
A5006262560,1
A5084511535,1
A5046168401,3
A5111375024,1
A5085806919,19
A5004753547,14
A5086647896,2
A5028865039,1
A5106253201,1
A5005547614,1
A5008563616,4
A5063933514,2
A5048093763,1
A5032865082,12
A5087014794,1
A5055780131,1
A5057411230,1
A5107362063,5
A5070782354,1
A5077529286,4
A5014373313,9
A5039035248,2
A5106308466,12
A5078326597,2
A5075114307,3
A5064390526,1
A5101912605,4
A5068037754,9
A5036742639,1
A5026651916,12
A5007064425,7
A5031821392,8
A5070251836,3
A5001304564,3
A5030475912,1
A5105721315,2
A5036204600,2
A5066687448,2
A5020352999,5
A5060464656,1
A5100370421,1
A5048335196,7
A5091620584,1
A5087283623,8
A5022881095,3
A5113139690,1
A5055303728,2
A5058391881,1
A5043659494,1
A5044804941,4
A5070653184,1
A5059926234,2
A5092533228,1
A5110905989,1
A5027743623,1
A5071458246,8
A5040674565,1
A5004077905,1
A5030796456,1
A5024215381,1
A5022738446,1
A5009792907,2
A5089967045,6
A5067653515,4
A5032494123,5
A5012865960,3
A5014444648,4
A5021320050,3
A5028235940,1
A5083499196,2
A5106458393,4
A5100518724,1
A5023321182,12
A5007021583,1
A5045259290,1
A5042492356,5
A5035484181,3
A5062317141,4
A5027820834,1
A5079065702,1
A5022452774,72
A5010068238,1
A5076779423,1
A5067463807,4
A5012014280,1
A5113180669,2
A5071434580,1
A5094577047,1
A5063773647,1
A5045842773,1
A5021222946,6
A5017683246,6
A5030572497,1
A5077998264,5
A5105819238,37
A5100776724,62
A5011812470,11
A5070453768,2
A5105668152,61
A5067923983,9
A5012579181,1
A5086238725,5
A5085079234,5
A5032553971,1
A5111106768,1
A5106115060,1
A5029944770,6
A5016938711,1
A5082872998,15
A5029716737,1
A5086103569,1
A5033810007,1
A5020806445,1
A5104073119,1
A5003902359,1
A5065651477,6
A5037000066,19
A5100582703,3
A5039732409,1
A5093653796,3
A5103356324,1
A5052562133,1
A5105179706,5
A5114133840,1
A5037398599,14
A5039129650,9
A5108273448,10
A5054761968,1
A5023451732,1
A5049660558,1
A5068579890,5
A5072056838,9
A5093161343,1
A5059665390,4
A5103144100,1
A5091962569,2
A5107167405,1
A5039963392,1
A5072841752,1
A5107902894,3
A5070353875,1
A5019539283,15
A5058259364,1
A5077277188,2
A5026018175,1
A5052320430,48
A5043724038,1
A5080805788,24
A5109732975,1
A5074430704,3
A5083681296,1
A5069424768,1
A5027234006,15
A5071347627,17
A5113941520,1
A5092242132,2
A5032114852,1
A5033752336,4
A5043825329,2
A5010242284,1
A5060343776,5
A5048734953,6
A5060117673,1
A5091632025,2
A5014121588,1
A5077568257,1
A5004764796,1
A5042529015,3
A5029530107,1
A5112455666,1
A5005096029,5
A5005738456,21
A5113414284,2
A5080483653,4
A5101731818,1
A5112861297,2
A5036400734,1
A5046325978,71
A5015275157,6
A5024449099,3
A5054889019,18
A5101773898,1
A5040790671,2
A5075852451,67
A5022446290,1
A5007541807,74
A5107939070,1
A5083860833,1
A5063900043,2
A5021928634,1
A5045852506,1
A5063765336,1
A5100408756,1
A5108738300,2
A5042956160,2
A5089447095,1
A5048163356,27
A5005525137,1
A5017658927,3
A5033334396,1
A5007028208,3
A5042987963,3
A5006268832,15
A5065395606,2
A5052530705,40
A5051862318,1
A5055874376,1
A5070720961,27
A5109809077,1
A5034627784,1
A5080996110,1
A5090784666,14
A5031469755,7
A5074934484,5
A5003531626,8
A5076224222,1
A5087069211,1
A5070339691,5
A5028137461,5
A5007349631,18
A5089720671,15
A5050620343,1
A5095549015,1
A5055806868,3
A5003330890,6
A5051377853,18
A5078820484,1
A5007074185,3
A5040643356,4
A5091597564,2
A5041878066,3
A5085574255,4
A5106306882,4
A5045042394,1
A5005689730,1
A5065190809,1
A5054934848,1
A5017075723,1
A5036803554,1
A5086563636,6
A5048889220,116
A5090893007,1
A5002448336,1
A5111798612,4
A5077275243,2
A5050472584,6
A5103906500,1
A5080024368,7
A5080886433,2
A5110238110,6
A5104607569,1
A5002335942,1
A5091214683,3
A5009222255,2
A5099009201,1
A5114668246,1
A5052541348,1
A5081847620,3
A5113885084,1
A5078117668,5
A5108035365,12
A5031682886,10
A5056444345,4
A5065857176,18
A5100334794,1
A5053810721,1
A5073636405,1
A5009581966,1
A5086204373,2
A5081049352,1
A5105721486,1
A5087575782,1
A5063281214,12
A5050848529,2
A5108915258,1
A5005613415,11
A5100665239,1
A5101781041,7
A5108152114,1
A5009174903,14
A5048601954,1
A5107922093,5
A5037169798,12
A5040296169,5
A5011467466,1
A5049427682,14
A5100326682,9
A5107658720,1
A5077702827,1
A5093001973,1
A5072876597,1
A5020920533,3
A5052755079,34
A5005126610,7
A5000001510,5
A5057802126,3
A5076131228,3
A5107906324,25
A5031660727,1
A5054097796,1
A5043576357,1
A5088455844,1
A5070192241,1
A5094612749,1
A5062243803,22
A5101539551,2
A5042648708,55
A5100437181,1
A5038368200,10
A5082640388,1
A5101487652,2
A5002122091,12
A5003785342,3
A5027869544,52
A5058168758,1
A5077210986,13
A5062008555,8
A5026373863,1
A5005354740,3
A5076790930,3
A5031110371,4
A5021860695,10
A5052866759,5
A5075154850,19
A5088722533,1
A5065864882,1
A5082023289,6
A5053922036,1
A5040487437,4
A5050123676,1
A5107909453,1
A5076223090,16
A5114008999,1
A5106445637,3
A5067344223,1
A5069339273,1
A5029203723,33
A5018233749,1
A5053338112,2
A5001137092,1
A5036724917,1
A5109375297,2
A5051277240,1
A5105567683,1
A5027605302,2
A5032241916,5
A5107910626,1
A5025037976,2
A5031896681,41
A5060718297,1
A5014057252,56
A5107924138,5
A5110672794,2
A5088789869,1
A5083345873,19
A5025508410,101
A5077994759,1
A5018424932,1
A5057659052,1
A5080468096,3
A5032737048,8
A5111881078,16
A5003399528,1
A5085654507,1
A5082462719,1
A5111114803,6
A5019027722,1
A5111272097,1
A5029687836,43
A5026817068,6
A5090319378,8
A5112835742,1
A5003722875,1
A5061136302,1
A5104280270,1
A5012575880,2
A5051853482,22
A5080495156,2
A5107946639,1
A5081050585,12
